,company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857360,株式会社アルスタック　ラウレート武庫川,,066-419-4728,兵庫県尼崎市西難波町２丁目１９－１２,http://arustak.com/index.php?%E3%83%9B%E3%83%BC%E3%83%A0,https://xn--pckua2a7gp15o89zb.com/jb/625a9c46a99e54da60c85602428ffb97,介護士／介護付き有料老人ホーム,ニューアース（介護）, , ,,,,介護,介護付き有料老人ホーム,,,,正社員,,,,,,,,,,,
830462,株式会社アルテア テラスあるてあ,,058-251-6250,岐阜県岐阜市下奈良2丁目10番6号,https://gifualthea.com/,https://xn--pckua2a7gp15o89zb.com/jb/f2fe2d1b449e739613c2fc0ce7e46e97,託児所・研修制度ありデイサービスで介護職員／テラスあるてあ,VIETA（介護）, , ,,,,介護,デイサービス,,,,正社員,,,,,,,,,,,
758748,株式会社アルテライフ アルテプラド黒石野,,019-662-6337,岩手県盛岡市黒石野1－11－10,https://www.arteprado.jp/,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=l717e571c4342e5c81a98829ec295bd59&p=t%2BAK7k0GmMUr0ZRss/MBm2HSnF1ZhWR/yaGG8anKeu5P/aLZAPqSUkthrDVVMjUZcV/fjo%2B8Bkhtl2JvZ0gZbGl87zyrCIlpVFiNOq8N%2BM6gzoMRZ8Aa3%2B9ZNicG/55kNvJYbf3veWGhmm5OoxF98uDKDJQ81MKkfdgT7mzXvsjY7CV/XjmbeDGukPODfCzZcLl3OuFMBhK06LSF/BNINoKPdfUrYMQrlmrU2KJXWZbXcbx1AoVYA4Koz1AuAkuH1c4nUiLnykUxIU/%2BXiqRsrDLG4vHS40LJMfXovO%2BtaGsb7%2BT2T6Xaf8m5Rb0RGbT9PDZdYPBQrwF360%2B6I6%2B2yMyX%2BKXvp5Vd5Mh9n7YzRAQQYUeQT5TAXErZpSvL0dsQzSovLknddjyAHL9kKFUsIThfM%2BCCWoG6%2Bj1RLHmrSJymfTmieCYpntvBUdgPVd2zi8KxEZ3yUs7rfiu52wuDVko8a1cbq4Ii9zpCzzqBLwryKqlxACtagdJeYULRAOpNruL0O7RC61BEDCP5kxsnz12cfxpPEdXWHb40bPYUqw%3D&ph=6be402b82a3a&phv=1,介護福祉士／介護職・ヘルパー／有料老人ホーム／交通費支給／再雇用制度有,SOUND（介護）, , ,,,,介護,グループホーム,,,,正社員,,,,,,,,,,,
127838,株式会社アルテライフ　えがおの花大釜,,019-613-2431,岩手県滝沢市大釜大畑72-6,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=l26ddd029a66fa23864c611bddad765db&p=t%2BAK7k0GmMUr0ZRss/MBmzLDZ8dX9cy2Fr/oENNSLEvsQqHI4k/NzYFeuevvTTab2Gp/ZlWEQtTiyYmgaZxA9e/RAM6LByiO%2BdE0c5Bmk4EF/36auGBWQZg2P1ZmbHsPZ9byMv61eeseVvtCFrpJL%2Bmb3Xr8qiZ322sPgIDJSHmoCkA%2Bb%2BgpdEJrdiHMuoyL4jgdJ8qRlBq6/U6LAZbkjCV7l55ie0E/z65bbcpwWcXqqWRmXV/crbntwCuo3jBgT974xkXtrvdN%2BccQSvE0zm6j1VTQjNLXl6k2ZZ8moN86DD/zbJu813Eoj5EF5tw%2B74KsM1/jxk3ZndFo8g8EOg%3D%3D&ph=ae647981f35a&phv=1,,介護職・ヘルパー／グループホーム／介護職員実務者研修／経験者...,asia（介護）,,櫻井 大介,,35,,グループホーム,,,,,正社員,,,,,,,,,,,
857169,株式会社アルファベッタ　モア・アビタシオン須磨離宮,,078-221-5800,兵庫県神戸市中央区加納町2丁目13-7, https://alphabetta.co.jp/,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=lbf06652ef99d7b1fab9ce80602c1c232&p=t%2BAK7k0GmMUr0ZRss/MBmw48U/rFH2dmXVY/F%2BEBQwA1barVpnb/TPl9vkabOL7boq1in56Dal31cgO6WndPWAYG0AP8nj3uEmbPeSNblsD3fZEgH7zXK0QhQ7/WLh8afoss7pY3eEsvOV/uYD5ByRuO%2BXtD0zbMZYBxH%2BKw91yAMu1sU9R3cTjgA1OyV8Iec8UOZ918fvr81gB7cqpNguQhFxR1zZ8ZPxALN8u2m8SY/1%2BhjlqdXWuX/emoA/qy76nO9cKLwcDVv%2BJj0OB26pzUEq%2BGNLi7jl%2BTT7OtHUDVjMaqp31Gvmp5lOzpg6RkBQxswlI0BvJSkBoOlWzDdbBJCNcjQ%2BpDiDrRbA%2BMt6asPIrYUynS6NvjgU5KazmAUW1kypJ6VeJu2mcYzOsXa5R8kPW8XUn2DLveHj9u%2BYJdCBWAJ4vyWDe9uZMYJmY9s1nei/Ls0xcBzU3igr34HNpXG71aVE1Au3/VnVFK8Wr6La3bDSB0VmVg8/bUpijdUhmOJZGT2wdj95sFwFTw2VV2g7MhFMJQAJ9inect95E%3D&ph=1d124508f254&phv=1,介護職員／介護福祉士／有料老人ホーム／日勤・夜勤両方,ニューアース（介護）, , ,,,,介護,有料老人ホーム,,,,正社員,,,,,,,,,,,
856485,株式会社アルファライフ　ソルケア西中島,,066-585-9132,大阪府大阪市西区北堀江1－20－13　ライフシステムビル9F, http://alpha-life.jp/index.html,https://xn--pckua2a7gp15o89zb.com/jb/78f245543098ba137ddf607f3eafe875,介護士／介護付き有料老人ホーム／賞与あり,ニューアース（介護）, , ,,,,介護,介護付き有料老人ホーム,,,,正社員,,,,,,,,,,,
746838,株式会社アルプスケアハート英語表記AlpsCareHeartCorporation,たんぽぽ四季の森,042-719-3252,〒252-0131 神奈川県相模原市緑区西橋本1-16-18,https://www.alpscareheart.co.jp/,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=l9e3b7ce3cfa1fb1ebebb57672602b468&p=t%2BAK7k0GmMUr0ZRss/MBm1fz2Nst%2BNnz%2BKFrWYF2l0KrUtNCNOs6FFk/3uFAq3ZLrTk9e3PydETkaWqubSh6ZjqQapaykrZeC0HYKPJk7J/kPzpA/6lU2Yz1i1r1xBUNNvJYbf3veWGhmm5OoxF98uDKDJQ81MKkfdgT7mzXvsjY7CV/XjmbeDGukPODfCzZcLl3OuFMBhK06LSF/BNINk5A83U2V8%2BifAy/NWJdL4JrSHg0Col0PMaTR%2BbOOZm7T974xkXtrvdN%2BccQSvE0zm6j1VTQjNLXl6k2ZZ8moN/r9ebfI0Kd5%2BKrvK/TjyeXCPUQVBJkrmd%2BWir7s/DRxXOb341e2RTVjQgUG/1axYv1Eno2RVPtRUF/JVttoVT4cQa%2B9Jqf2oy4aM4fcFebsfEqqwRGeO6e8gSGM4H2K1vuauXBKy8pAIyfAIsY%2BEb8Whmmwl/z/7/hFzguwS9h9vho2XMB34bUA4R66R8CQOGwhhtx2JhmFvKZ%2BUo/pOkL&ph=948425f543c7&phv=1,介護職員／初任者研修／日勤・夜勤両方,グローバル（介護）,,,,,,介護,介護,,,,正社員,,,,,,,,,,,
130821,株式会社アルプスの杜 アルプスの杜かみみぞ,,042-764-0220,神奈川県相模原市中央区上溝7-36-25,https://jp.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BGzPpL5cumN39S3YD0lQTEqQqY3yQUhU1u7UoofuKhIG8ma1gs2cF5EzD3zZTb3xEBw4SwtiSOfM-Ch9vvlzkTIx6xQlDyE_vwNQj41iNs5s9s4_yeXfbRHRzjoI17wuao5WaBHPUhJP3VQ6cFcIOPdinQE6UuyNubcELswSZBi3cxfK4KzS2OgJIWdTeNf76AzthwN0yI7GOOuUSKc1Hoxdu7fSqX24G-ynn8LmBaW5p84KWOzVdH_kgJXqJvnDd5T22_gmjI5R2hGA0F60SmwbvIBbAiuLHg2J8no8P9j9ApjLZyuZRISO9shTYCP2Ni8it_WvmwBuxLryPTCKgEdwm-GyfJuWo1Tlm8rL6NajU8ZFxU1LtOnFQQaE8wtedNno_JjbBViLwf6ikgUxE0Ea_gdfe_BdiTzxLmJWvNiHWtS5y7n3PvWQVC_S_5u8egV5qzK_ZQHGWff4f5a8873QviBvDhr3qO9fJGYmM9vKP58iiM7G4CYDej3U7y1o5peYJHvnB61lZqvaQJela96mwMxaM1b7j1oKv7XiZOY4M35CFVvcCP35YwWq-HQ7xNylzfIjDKT908kCVAVRlgEq0vEK3Eypioa7s_g1ASqtSw3H1FN92_pZAniu0SHCM1jtWBgx5s_8afD4O7rl6OFgHtKqSI3GoP31GCsnxS05UJ27mWFm_c5TmG0nJqBGmxXcBSGV36-e9waRKJr9cCqm7STayr7CHl_6qqGI-5mdYQAmyqum6QFD-omN2_CbSGnKX7DKxa1yDMHHzL-_ddEhphvaURhEfGpcMk3K4N8S3-iKbCrPImp23tHQ2nG2l9-00hOGiL0_8RNQ1-ALiCd0MJJHKE04vhi7GGvAu_pqAPM6SLzbBUiY08LygE107tnJ6l4xMkd1-4pkZ5I0dteK5ngjY6fdAox3kdK0H5nYikCyEH2IRi6P1wk4UERCa6T8GRNsaXIzGCf50Th2IaJ9YuwxrKMX2E0-PgiyQG1Q==&p=10&fvj=0&vjs=3,http://www.alpsnomori.co.jp/wp/kamimizo/,介護付き有料老人ホーム介護職員新着,asia（介護）,,長 金子,252-0243,141,,,,,,,正社員,,,,,,,,,,,
128266,株式会社アルプスの杜 アルプスの杜さがみ,,042-777-6518,神奈川県相模原市南区下溝684-1,https://jp.indeed.com/rc/clk?jk=0b1c2037fc101c43&fccid=90ef812a49be5cba&vjs=3,http://www.alpsnomori.co.jp/,介護付き有料老人ホーム介護職員新着,圏友（介護）,,金子　洋文,252-0335,145,,有料老人ホーム,,,,,正社員,,,,,,,,,,,
740638,株式会社アルプスビジネスクリエーションあるぷすの家,,019-664-0122,岩手県盛岡市岩脇町19-31, https://www.alpsbc.co.jp/,https://xn--pckua2a7gp15o89zb.com/jb/25d5f61d3e78c82d47bdbe3fcf4004ae?utm_source=%E6%B1%82%E4%BA%BA%E3%83%9C%E3%83%83%E3%82%AF%E3%82%B9.com&utm_medium=referral,居宅介護支援のケアマネージャー,SOUND（介護）, , ,,,,介護,デイサービス,,,,正社員,,,,,,,,,,,
364386,株式会社アローズ 芍薬デイサービス,,072-743-0132,兵庫県川西市東多田1-12-11,http://www.syakuyakuday.com/,https://jp.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DZcvbTJ1osQj0yN04olcXHy8fHS7jAagil0wfyFJQnxBAxBvzcbX8CkcnhFE-vZNl7SOgeYOIF3fdMW4EXHE7wIakwzQpgBtIlV0KRPR3R2ccNrp2fg3vwp75af-2mNqyDDrKXU6rx75iQv14IFeY0gE5hNyUOIlVVGIc74ZnsRoKNh125a--7aFnDiW_1jH-r3b2GhhqB56lzZsFVYuhQ__4jo9jcm1WPaI4ryIUY8_Ih2A8-ryf7qDunY4CeDQLp7Z-caBk9HsY7OPMFwCUPZOV4fzTHISNsigbs5Do1HTfAlMNASK0SzUJ0KMORbDxN2So9wWwcjRhSz15au4lcyrmd2qTujsAfYPL6IDKS5K1qGmaTC1TtIawku94iOy7s-gq_BFIAiMQ1ixLsdBCtcq819fN2GTI8sfZIpTXksDEmBxGx2z9HOduQMtHHEGfIRFe3AaKGG_wPT7mn07WRjBcsfqCtgo1twyx5gi1L4yE821ldY0Li_mSRtFkQYpGYQVlSYtXrJHJO9_fynRkw7s1yN8vcjL_MijkqG3Z_O665-lo9cTRfZ7dNJqjrhoQEekkKJ28WqcCHh4qGeZtVxJkoRV_uCSrtFpGHMIZ419_9GckEWsAmbsYAWRRf0f8dMTXb0eF4VULJGQw3Ff23YIuUoOgIGgRT0UmREx-51gTZCsqDWvEocerhUpFchFb31hPJ-FRDF4GqMU5Z5PWXpkVNRwtprjnoHZg57V1tVLosU8x6xrRQrXlNH2gVZlC_IO7WBNxNPA==&xkcb=SoC1-_M3a5ciLzxBRp0NbzkdCdPP&p=20&fvj=0&vjs=3,【介護職】高額求人/駅チカ/週休2日/土日休み可/車通勤可能/経験者優遇/夜勤なし/ブランクありOK,FUJI（介護）,,,666-0122,,,介護,,,,,,,,,,,,,,,,
931980,株式会社アローズ 芍薬デイサービス,,027-743-0132,兵庫県川西市東多田１丁目１２−１１,https://syakuyaku-day.com/,https://xn--pckua2a7gp15o89zb.com/jbn/6b0a7959af380efed06af475ab07ffdb,らくらく勤務「介護職」／高待遇／未経験歓迎／高定着率,ニューアース（介護）, , ,,,,介護,デイサービス,,,,正社員,,,,,,,,,,,
782071,株式会社アンジュール アンジュール居宅介護支援事業所,アンジュール,073-499-8450,和歌山県和歌山市和歌浦南3丁目1番17号,http://hp.kaipoke.biz/46k/,https://xn--pckua2a7gp15o89zb.com/jbi/ef59e4b73247e92f4f7afd262b7c8f8a,介護職員・ヘルパー／残業なし／社会保険完備／駅チカ／土日祝休み／賞与あり,ジョイスリー（介護）,unjour@circus.ocn.ne.jp,森下 由佳,,22,,介護,デイケア,,,,正社員,,,,,,,,,,,
147131,株式会社あんしんケアーズ・リハビリステーション24,,076-231-2525,石川県金沢市兼六元町15-39 第一ローズビル2階,https://xn--pckua2a7gp15o89zb.com/jb/2653dd81759675c19c229e87667e0ebb,https://anshin-cares.com/,マイカー通勤可／未経験OK!有料老人ホームの介護職求人,さくら（介護）,,石崎 真美,920-0931,,,,,,,,正社員,,,,,,,,,,,
581938,株式会社あんしんケアーズ・リハビリステーション24,,076-231-2525,石川県金沢市兼六元町15-39 第一ローズビル2階,https://xn--pckua2a7gp15o89zb.com/jb/2653dd81759675c19c229e87667e0ebb,https://anshin-cares.com/,マイカー通勤可／未経験OK!有料老人ホームの介護職求人,SOUND（介護）,,石崎 真美,920-0931,,,介護,,,,,正社員,,,,,,,,,,,
590219,株式会社あんしんケアーズ・リハビリステーション24,,076-231-2525,石川県金沢市兼六元町15-39 第一ローズビル2階,https://xn--pckua2a7gp15o89zb.com/jb/2653dd81759675c19c229e87667e0ebb,https://anshin-cares.com/,マイカー通勤可／未経験OK!有料老人ホームの介護職求人,G&G（介護）,,石崎 真美,920-0931,,,介護,,,,,正社員,,,,,,,,,,,
799473,株式会社あんしんケアーズ・リハビリステーション24,株式会社あんしんケアーズ・リハビリステーション24,076-231-2525,石川県金沢市兼六元町15-39 第一ローズビル2 階,https://anshin-cares.com/,https://xn--pckua2a7gp15o89zb.com/jb/ccafe1a3d6b048f570d19426547ede67,介護職員・ヘルパー／住宅型有料老人ホーム味噌蔵,ジョイスリー（介護）,,石崎 真美,,,,介護,訪問看護ステーション,,,,正社員,,,,,,,,,,,
930885,株式会社あんしん生活　あんしんヘルプサービス千鳥橋,,06-6468-7216,大阪府大阪市此花区四貫島2丁目26番11号, https://www.anshinseikatsu.com/,https://xn--pckua2a7gp15o89zb.com/jb/7456d6c7e182a307fa8614147cac2d26,訪問介護士,ニューアース（介護）, , ,,,,介護,訪問介護,,,,正社員,,,,,,,,,,,
743772,株式会社あんすりー アクティブスタジオ,,0761-58-2688,石川県能美市大浜町ク64番地1,http://www.anthree.co.jp/,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=lae67e7f9757db1cff6b2ba95eb4429d2&p=t%2BAK7k0GmMUr0ZRss/MBm6eqw3eaNEZo6O8ckTIFPnWB/dKKP5lx9Vbo42K2EgPlP46FKdNVycIqdn6bWFdm/1YtZ3Bbe2u8p1GqFeRxtPPn%2Bk%2BM8jqckthQkskfObiHfoss7pY3eEsvOV/uYD5ByRuO%2BXtD0zbMZYBxH%2BKw91yAMu1sU9R3cTjgA1OyV8Iec8UOZ918fvr81gB7cqpNgpsAVB8sopje88NW13t05KGjMCSmLBpNBsgKemEGALb076nO9cKLwcDVv%2BJj0OB26r0hf18s74NfT1Wr2wbq9nd5OVto%2BZHag8jMS7AmTNp8MgDm%2BqAXCKya13trRip00tv3wwcccxplOdleeQ/FcdIDalGyQf57bOx2mGrUV0fb2FrwkTa/6z9Gyff4o/dw8AH8IPwCl5bWfqYvLwFXl2I/PyFj%2BmIaNvPFPzN6FO3YjhGn0yzmcPwtClcJv4gdi7Xa6%2B7hnTP9YUTACviEpdXhL6cxRwN/QJdwaA5XTPJayXSzuEuhC06iul8iUTh6aA%3D%3D&ph=aace11ef93b6&phv=1,介護職員・ヘルパーデイサービス事業所介護福祉士,SOUND（介護）, , ,,,,介護,デイサービス,,,,正社員,,,,,,,,,,,
768076,株式会社あんすりー アクティブスタジオ,,0761-58-2688,石川県能美市大浜町ク64番地1,http://www.anthree.co.jp/,https://xn--pckua2a7gp15o89zb.com/jb/e5132b0638ede928c9471d29f4e17e17,通所介護・デイサービス勤務の介護職／ヘルパー,ジョイスリー（介護）, , ,,,,介護,デイサービス,,,,正社員,,,,,,,,,,,
857642,株式会社あんすりー　アクティブスタジオ,,0761-58-2688,石川県能美市大浜町ク６４番地１, http://www.anthree.co.jp/active/index.html,https://xn--pckua2a7gp15o89zb.com/jb/e5132b0638ede928c9471d29f4e17e17,通所介護・デイサービス勤務の介護職／ヘルパー,ジョイスリー（介護）, , ,,,,介護,通所介護,,,,正社員,,,,,,,,,,,
767965,株式会社あんすりー アクティブスタジオ雅,,076-208-52-06,石川県金沢市笠舞1丁目12-1 ハイツ城 1F,http://www.anthree.co.jp/active-miyabi/,https://xn--pckua2a7gp15o89zb.com/jb/6e9e586259b4c5b7af9b86e773732a6a,通所介護・デイサービス勤務の介護職／ヘルパー,ジョイスリー（介護）, , ,,,,介護,デイサービス,,,,正社員,,,,,,,,,,,
768075,株式会社あんすりー サロンよりみち,,0761-52-0722,石川県能美市緑が丘11丁目77番地,http://www.anthree.co.jp/index.html,https://xn--pckua2a7gp15o89zb.com/jb/1021e488fa55646d8f5de45dec00aae7,通所介護・デイサービス勤務の介護職／ヘルパー,ジョイスリー（介護）, , ,,,,介護,デイサービス,,,,正社員,,,,,,,,,,,
767797,株式会社あんすりーアクティブスタジオ雅,,076-208-5206,石川県金沢市笠舞1丁目12-1 ハイツ城1F,http://www.anthree.co.jp/,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=l3121967d7ab0f937a5bbf931d4aaf29b&p=t%2BAK7k0GmMUr0ZRss/MBmxNun7MhPBsVOTs23wnjEVFbDQyTEBxGT3EsjdRSHn71zFYeOUEaDY%2BYtMbYqWpK6AOSwLbPuGQPiLb3ZUEps4kCkBbCNR%2BHh8yho13m9zjUNvJYbf3veWGhmm5OoxF98uDKDJQ81MKkfdgT7mzXvsjY7CV/XjmbeDGukPODfCzZcLl3OuFMBhK06LSF/BNINtM6KH5MYCX1zTF6xZ4zYsijx/tKrTZusle7TtPghVb31c4nUiLnykUxIU/%2BXiqRsuB2%2BDIR4JnkuSoXOjEd1q0hNTkGbTEN4Hli4nVF10bxeg6VBpptrVcNeacRQU2JRtErspU0uqKCKpmCAEMhVeJCWf9oGr9lr%2BsOCQrzmd3HRAs73rHFpr/qvni7E8pZ%2BTwvxRYmJoPrsgLXbUeKAIIOj9RBPp/8wI8i0FAnhr6N/X6qOYpLvLZlFJ4QKKbF8Acrpvdcld9bT6I50Dd3NL5s4wpE2nZ6tIyhu1wROFtM&ph=613f62011178&phv=1,介護職員・ヘルパーデイサービス事業所介護福祉士,ジョイスリー（介護）, , ,,,,介護,デイサービス,,,,正社員,,,,,,,,,,,
357815,株式会社アンド・ワークス LET'S倶楽部かんなみ,,055-948-9821,静岡県田方郡函南町大土肥91番1,https://www.lets-club.jp/shop/kannami/,https://jp.indeed.com/rc/clk?jk=a14e5ff0e252399a&fccid=fd41a99b144a3645&vjs=3,生活相談員　兼　介護職員,FUJI（介護）,,安藤　慎一,419-0113,8,,介護サービス,,,,,,,,,,,,,,,,
777380,株式会社アンビス 医心館上越,,025-520-8162,新潟県上越市下門前1698番,https://ishinkan.amvis.com/,https://xn--pckua2a7gp15o89zb.com/jb/223639f1720513f5be714b1287d80250,初任者研修の方も年収382万円以上／有料老人ホームでの介護職,光誠会（介護）, , ,,,,介護,グループホーム,,,,正社員,,,,,,,,,,,
870874,株式会社アンビス 医心館仙川,,03-6279-6056,東京都調布市仙川町1丁目30-1,https://ishinkan.amvis.com/,https://xn--pckua2a7gp15o89zb.com/jb/8783c475385308427ae0876836a3ed3a,介護福祉士／有料老人ホーム,光誠会（介護）,,,,,,介護,グループホーム,,,,正社員,,,,,,,,,,,
782041,株式会社アンビス 医心館和歌山,株式会社アンビス医心館和歌山,073-488-3571,和歌山県和歌山市津秦223番1,https://ishinkan.amvis.com/hospices/ishinkan_wakayama/,https://xn--pckua2a7gp15o89zb.com/jb/57daa65a6dcff02a8736f3c9de4b1415,介護福祉士／有料老人ホーム,ジョイスリー（介護）,,柴原 慶一,,,,介護,デイケア,,,,正社員,,,,,,,,,,,
830226,株式会社アンビス 医心館多治見,,0572-26-8066,岐阜県多治見市太平町六丁目39番,https://ishinkan.amvis.com/,https://xn--pckua2a7gp15o89zb.com/jb/ab9ad8b0b7885bb7450e56382c12cf5f,初任者研修の方も年収399万円以上／有料老人ホームでの介護職,VIETA（介護）, , ,,,,介護,グループホーム,,,,正社員,,,,,,,,,,,
886958,株式会社アンビス 医心館大曽根,,052-325-2503,愛知県名古屋市北区大曽根四丁目10番17号,https://ishinkan.amvis.com/,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=la4f8d137d020cf3ca800b94cebcf8d44&p=t%2BAK7k0GmMUr0ZRss/MBm24kQZ/G6nTzR8nIPaQMQqqXYkxWNZVZ1HgPtSmHPgE1vNoM2V801cB3sJMAPgWszZSkDNyTQAcc2Bx0s%2Bihm5n2iFhNia96x9yw2zUp9d7zNvJYbf3veWGhmm5OoxF98uDKDJQ81MKkfdgT7mzXvsjY7CV/XjmbeDGukPODfCzZcLl3OuFMBhK06LSF/BNINvL1sj2OUOozEN71Jlxf2digER5D/A8x3hYqbVhRG7GT1c4nUiLnykUxIU/%2BXiqRsrDLG4vHS40LJMfXovO%2BtaEqcptkSLmbWZjt2PZrpwz71VXQ4oy6OeYr7r9ETirlaCMyX%2BKXvp5Vd5Mh9n7YzRAQQYUeQT5TAXErZpSvL0dsll391aU4ydi2QlWlPI3Xg%2BRAuOxKis6uZymEpBAd/Qqe86VR8gZMFl1JXe3JtS7VVmX4a%2B8ubo8My8DrqVF7P84vCsRGd8lLO634rudsLg2vdvg9gyxihMnUHP/hfUU73kxeLiCB1F4xE2%2B4Es9%2BkCGDyabQK6AR/Mw51SmQU/c%3D&ph=30e0beb29f42&phv=1,サービス提供責任者／有料老人ホーム／介護福祉士／日勤のみ,VIETA（介護）, , ,,,,介護,グループホーム,,,,正社員,,,,,,,,,,,
865641,株式会社アンビス　医心館水戸,,029-291-3815,茨城県水戸市元吉田町1052-1, https://ishinkan.amvis.com/,https://xn--pckua2a7gp15o89zb.com/jb/57716558df97f1caf8293dd9af40ddf2,介護職員・社会保険完備の職場で介護職／ヘルパー,光誠会（介護）, , ,,,,介護,有料老人ホーム,,,,正社員,,,,,,,,,,,
783243,株式会社アンビス 医心館金沢,株式会社アンビス医心館金沢,076-208-3137,石川県金沢市戸板2丁目77番地,https://ishinkan.amvis.com/,https://xn--pckua2a7gp15o89zb.com/jb/4018ab1aa9422189f94d8af1d6a8223c,初任者研修の方も年収382万円以上／有料老人ホームでの介護職,ジョイスリー（介護）,,柴原　慶一,,,,介護,グループホーム,,,,正社員,,,,,,,,,,,
769245,株式会社アンビスホールディングス	医心館米子,,0859-21-5651,鳥取県米子市角盤町4丁目82番, https://ishinkan.amvis.com/,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=lfb486fe5b2a7391ec3c2c1063b8e2fcb&p=t%2BAK7k0GmMUr0ZRss/MBmwkPYS7HmMgrKoX5T49bR3siHm76qy%2BTSQgMex5UOrFiRdFO7nggS%2BcFUpwtSLFgBGidAgfHqBQoe/89nqap1kfJxFSqYpJvRWhymiPriHolg/x7/FImSa6cN5KZAcgjxoWniVAzDgzLLb%2BMJzKdyXevgbHQ9IQ2H2nDWBRa6XAQyV6j9fxcYhGphu3kM7g5wA9VLLaJc12IZd6%2Bwja4yO72ExXfRfwyNfPhm4tXrOzdP3EWtDqXgKeOc63jGPIsOtJx8UQuow4A0q%2BrJEIdQr2o1muTUPfTDyZPIK74cs15Ea1Mz4C5Y1W%2B97Lu5ozkFTRXxZGTtZFy0KPPSFg%2BVpjFgBWuQxtQxCnl28RvEab1YEiQTqDwF0SPuPXKJe2asT%2B1zzfYeRBN0yjivaK1gUVAy1tm6a5NXmfEnEJ9mGbz1h3DgniowlfZe39NFueWuUf7FBVfoOpBp%2BOJPT9%2B8kYOj9RBPp/8wI8i0FAnhr6N/X6qOYpLvLZlFJ4QKKbF8NPWaqYSDeTpt6LRhEnlfS71pjm8/Ip1TIie843FayIf&ph=f90318d65cea&phv=1,介護職員・社会保険完備の職場で介護職／ヘルパー,ジョイスリー（介護）, , ,,,,介護,老人ホーム,,,,正社員,,,,,,,,,,,
801137,株式会社アンビスホールディングス　医心館倉敷,,086-486-1882,岡山県倉敷市西中新田25番３, https://ishinkan.amvis.com/hospices/ishinkan_kurashiki/,https://xn--pckua2a7gp15o89zb.com/jbn/097b2aba4e68ebc9f0e93dc97c4e52f8,介護職・ヘルパー,ジョイスリー（介護）, , ,,,,介護,ケアハウス,,,,正社員,,,,,,,,,,,
830071,株式会社アンビスホールディングス 医心館多治見,,0572-26-8066,岐阜県多治見市太平町六丁目39番,https://ishinkan.amvis.com/,https://xn--pckua2a7gp15o89zb.com/jbn/1e2ff91bd5298ae91d3671ff90645d28,介護職・ヘルパー,VIETA（介護）, , ,,,,介護,グループホーム,,,,正社員,,,,,,,,,,,
830145,株式会社アンビスホールディングス 医心館大垣,,03-6263-0160,岐阜県大垣市大井二丁目26-1,https://ishinkan.amvis.com/,https://xn--pckua2a7gp15o89zb.com/jbn/dbe693401c45f633fd43c9a84ecbf88a,介護職・ヘルパー,VIETA（介護）, , ,,,,介護,デイケア,,,,正社員,,,,,,,,,,,
830077,株式会社アンビスホールディングス 医心館岐阜,,058-259-3937,岐阜県岐阜市尼ヶ崎町1丁目9番地19,https://ishinkan.amvis.com/,https://xn--pckua2a7gp15o89zb.com/jbn/d259c50a4a7b5ce2351dcfa03bfc654b,介護職・ヘルパー／～年収447万円～／日勤メイン／年休115日～サービ...,VIETA（介護）, , ,,,,介護,グループホーム,,,,正社員,,,,,,,,,,,
759794,株式会社アンビスホールディングス 医心館金沢,,076-208-3137,石川県金沢市戸板2丁目77番地,https://ishinkan.amvis.com/,https://xn--pckua2a7gp15o89zb.com/jb/eccfbf8b9ec820a3bccd7b10c4d5ad07,初任者研修の方も年収382万円以上／有料老人ホームでの介護職,SOUND（介護）, , ,,,,介護,グループホーム,,,,正社員,,,,,,,,,,,
767924,株式会社アンビスホールディングス 医心館金沢,,03-6263-0160,石川県金沢市戸板2丁目77番地,https://ishinkan.amvis.com/hospices/ishinkan_kanazawa/,https://xn--pckua2a7gp15o89zb.com/jbn/33845435a31fc4e054526f8c6f44d4f5,介護職・ヘルパー,ジョイスリー（介護）, , ,,,,介護,デイケア,,,,正社員,,,,,,,,,,,
